Time,Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
1/20/2022 6:49:13 PM,"639","19.2","27","1014"
1/20/2022 6:51:13 PM,"646","19.2","27","1014"
1/20/2022 6:53:13 PM,"639","19.3","27","1014"
1/20/2022 6:55:13 PM,"635","19.3","27","1014"
1/20/2022 6:57:13 PM,"651","19.3","27","1014"
1/20/2022 6:59:13 PM,"648","19.4","27","1014"
1/20/2022 7:01:13 PM,"655","19.4","27","1014"
1/20/2022 7:03:13 PM,"663","19.5","27","1014"
1/20/2022 7:05:13 PM,"651","19.5","27","1014"
1/20/2022 7:07:13 PM,"662","19.5","27","1014"
1/20/2022 7:09:13 PM,"661","19.5","27","1014"
1/20/2022 7:11:13 PM,"645","19.5","27","1014"
1/20/2022 7:13:13 PM,"659","19.6","27","1014"
1/20/2022 7:15:13 PM,"652","19.6","27","1014"
1/20/2022 7:17:13 PM,"656","19.6","27","1014"
1/20/2022 7:19:13 PM,"672","19.6","27","1014"
1/20/2022 7:21:13 PM,"674","19.6","27","1014"
1/20/2022 7:23:13 PM,"705","19.7","27","1014"
1/20/2022 7:25:13 PM,"714","19.7","27","1014"
1/20/2022 7:27:13 PM,"745","19.7","27","1014"
1/20/2022 7:29:13 PM,"761","19.8","27","1014"
1/20/2022 7:31:13 PM,"768","19.8","27","1014"
1/20/2022 7:33:13 PM,"771","19.8","27","1014"
1/20/2022 7:35:13 PM,"772","19.8","27","1014"
1/20/2022 7:37:13 PM,"766","19.8","27","1014"
1/20/2022 7:39:13 PM,"770","19.9","27","1014"
1/20/2022 7:41:13 PM,"760","19.9","27","1014"
1/20/2022 7:43:13 PM,"777","19.9","27","1014"
1/20/2022 7:45:13 PM,"768","19.9","27","1014"
1/20/2022 7:47:13 PM,"773","20.0","26","1014"
1/20/2022 7:49:13 PM,"774","20.0","26","1014"
1/20/2022 7:51:13 PM,"770","20.0","26","1014"
1/20/2022 7:53:13 PM,"759","20.0","26","1014"
1/20/2022 7:55:13 PM,"757","20.0","26","1014"
1/20/2022 7:57:13 PM,"746","20.0","26","1014"
1/20/2022 7:59:13 PM,"747","20.0","27","1014"
1/20/2022 8:01:13 PM,"728","20.0","27","1014"
1/20/2022 8:03:13 PM,"743","20.1","26","1014"
1/20/2022 8:05:13 PM,"736","20.1","26","1014"
1/20/2022 8:07:13 PM,"736","20.1","26","1014"
1/20/2022 8:09:13 PM,"722","20.1","26","1014"
1/20/2022 8:11:13 PM,"721","20.1","26","1014"
1/20/2022 8:13:13 PM,"695","20.1","26","1014"
1/20/2022 8:15:13 PM,"702","20.1","26","1014"
1/20/2022 8:17:13 PM,"680","20.1","26","1014"
1/20/2022 8:19:13 PM,"692","20.2","26","1014"
1/20/2022 8:21:13 PM,"696","20.2","26","1014"
1/20/2022 8:23:13 PM,"694","20.2","26","1014"
1/20/2022 8:25:13 PM,"696","20.2","26","1014"
1/20/2022 8:27:13 PM,"720","20.2","26","1015"
1/20/2022 8:29:13 PM,"737","20.2","26","1015"
1/20/2022 8:31:13 PM,"746","20.2","26","1015"
1/20/2022 8:33:13 PM,"718","20.3","26","1015"
1/20/2022 8:35:13 PM,"708","20.3","26","1015"
1/20/2022 8:37:13 PM,"706","20.3","26","1015"
1/20/2022 8:39:13 PM,"707","20.3","26","1015"
1/20/2022 8:41:13 PM,"692","20.3","26","1015"
1/20/2022 8:43:13 PM,"696","20.3","26","1015"
1/20/2022 8:45:13 PM,"692","20.3","26","1015"
1/20/2022 8:47:13 PM,"674","20.3","26","1015"
1/20/2022 8:49:13 PM,"683","20.3","26","1015"
1/20/2022 8:51:13 PM,"673","20.3","26","1015"
1/20/2022 8:53:13 PM,"661","20.3","26","1015"
1/20/2022 8:55:13 PM,"641","20.3","26","1015"
1/20/2022 8:57:13 PM,"662","20.3","26","1015"
1/20/2022 8:59:13 PM,"670","20.3","26","1015"
1/20/2022 9:01:13 PM,"679","20.3","26","1015"
1/20/2022 9:03:13 PM,"671","20.3","26","1015"
1/20/2022 9:05:13 PM,"654","20.3","26","1015"
1/20/2022 9:07:13 PM,"663","20.3","26","1015"
1/20/2022 9:09:13 PM,"641","20.3","26","1015"
1/20/2022 9:11:13 PM,"651","20.3","26","1015"
1/20/2022 9:13:13 PM,"653","20.4","26","1015"
1/20/2022 9:15:13 PM,"656","20.4","26","1015"
1/20/2022 9:17:13 PM,"661","20.4","26","1015"
1/20/2022 9:19:13 PM,"670","20.4","25","1015"
1/20/2022 9:21:13 PM,"651","20.4","25","1015"
1/20/2022 9:23:13 PM,"661","20.4","25","1015"
1/20/2022 9:25:13 PM,"642","20.4","25","1015"
1/20/2022 9:27:13 PM,"644","20.4","25","1015"
1/20/2022 9:29:13 PM,"635","20.4","25","1015"
1/20/2022 9:31:13 PM,"634","20.4","25","1015"
1/20/2022 9:33:13 PM,"643","20.4","25","1015"
1/20/2022 9:35:13 PM,"635","20.4","25","1015"
1/20/2022 9:37:13 PM,"633","20.4","25","1015"
1/20/2022 9:39:13 PM,"641","20.4","25","1015"
1/20/2022 9:41:13 PM,"623","20.4","25","1015"
1/20/2022 9:43:13 PM,"627","20.4","25","1015"
1/20/2022 9:45:13 PM,"623","20.4","25","1015"
1/20/2022 9:47:13 PM,"634","20.4","25","1015"
1/20/2022 9:49:13 PM,"604","20.4","25","1015"
1/20/2022 9:51:13 PM,"620","20.4","25","1016"
1/20/2022 9:53:13 PM,"625","20.4","25","1015"
1/20/2022 9:55:13 PM,"620","20.4","25","1016"
1/20/2022 9:57:13 PM,"622","20.4","25","1016"
1/20/2022 9:59:13 PM,"637","20.4","25","1016"
1/20/2022 10:01:13 PM,"636","20.4","25","1016"
1/20/2022 10:03:13 PM,"634","20.4","25","1016"
1/20/2022 10:05:13 PM,"648","20.4","25","1016"
1/20/2022 10:07:13 PM,"627","20.3","25","1016"
1/20/2022 10:09:13 PM,"654","20.3","25","1016"
1/20/2022 10:11:13 PM,"660","20.3","25","1016"
1/20/2022 10:13:13 PM,"652","20.3","25","1016"
1/20/2022 10:15:13 PM,"653","20.3","24","1016"
1/20/2022 10:17:13 PM,"653","20.3","24","1016"
1/20/2022 10:19:13 PM,"647","20.2","24","1016"
1/20/2022 10:21:13 PM,"657","20.2","24","1016"
1/20/2022 10:23:13 PM,"649","20.2","24","1016"
1/20/2022 10:25:13 PM,"653","20.2","24","1016"
1/20/2022 10:27:13 PM,"658","20.1","24","1016"
1/20/2022 10:29:13 PM,"652","20.1","24","1016"
1/20/2022 10:31:13 PM,"650","20.1","24","1016"
1/20/2022 10:33:13 PM,"663","20.1","24","1016"
1/20/2022 10:35:13 PM,"667","20.0","24","1016"
1/20/2022 10:37:13 PM,"671","20.0","24","1016"
1/20/2022 10:39:13 PM,"667","20.0","24","1016"
1/20/2022 10:41:13 PM,"657","20.0","24","1016"
1/20/2022 10:43:13 PM,"655","19.9","24","1016"
1/20/2022 10:45:13 PM,"663","19.9","24","1016"
1/20/2022 10:47:13 PM,"677","19.9","24","1016"
1/20/2022 10:49:13 PM,"667","19.9","24","1016"
1/20/2022 10:51:13 PM,"691","19.8","24","1016"
1/20/2022 10:53:13 PM,"680","19.8","24","1016"
1/20/2022 10:55:13 PM,"652","19.7","24","1016"
1/20/2022 10:57:13 PM,"662","19.7","24","1016"
1/20/2022 10:59:13 PM,"683","19.7","24","1016"
1/20/2022 11:01:13 PM,"685","19.7","23","1016"
1/20/2022 11:03:13 PM,"676","19.6","23","1016"
1/20/2022 11:05:13 PM,"668","19.6","23","1016"
1/20/2022 11:07:13 PM,"653","19.6","23","1016"
1/20/2022 11:09:13 PM,"654","19.5","23","1016"
1/20/2022 11:11:13 PM,"652","19.5","23","1016"
1/20/2022 11:13:13 PM,"644","19.5","23","1016"
1/20/2022 11:15:13 PM,"651","19.4","23","1016"
1/20/2022 11:17:13 PM,"649","19.4","23","1016"
1/20/2022 11:19:13 PM,"657","19.4","23","1016"
1/20/2022 11:21:13 PM,"654","19.3","23","1016"
1/20/2022 11:23:13 PM,"665","19.3","23","1016"
1/20/2022 11:25:13 PM,"664","19.3","23","1016"
1/20/2022 11:27:13 PM,"662","19.3","23","1016"
1/20/2022 11:29:13 PM,"652","19.2","23","1016"
1/20/2022 11:31:13 PM,"659","19.2","23","1016"
1/20/2022 11:33:13 PM,"658","19.1","23","1016"
1/20/2022 11:35:13 PM,"659","19.1","23","1016"
1/20/2022 11:37:13 PM,"639","19.0","23","1016"
1/20/2022 11:39:13 PM,"637","19.0","23","1016"
1/20/2022 11:41:13 PM,"637","18.9","23","1016"
1/20/2022 11:43:13 PM,"646","18.9","23","1016"
1/20/2022 11:45:13 PM,"630","18.9","23","1016"
1/20/2022 11:47:13 PM,"627","18.9","23","1016"
1/20/2022 11:49:13 PM,"626","18.9","23","1016"
1/20/2022 11:51:13 PM,"622","18.8","23","1016"
1/20/2022 11:53:13 PM,"628","18.8","23","1016"
1/20/2022 11:55:13 PM,"646","18.7","23","1016"
1/20/2022 11:57:13 PM,"632","18.7","23","1016"
1/20/2022 11:59:13 PM,"622","18.7","23","1016"
1/21/2022 12:01:13 AM,"607","18.6","23","1016"
1/21/2022 12:03:13 AM,"597","18.6","22","1016"
1/21/2022 12:05:13 AM,"579","18.6","22","1016"
1/21/2022 12:07:13 AM,"581","18.5","22","1016"
1/21/2022 12:09:13 AM,"568","18.4","22","1016"
1/21/2022 12:11:13 AM,"570","18.4","22","1016"
1/21/2022 12:13:13 AM,"562","18.4","22","1016"
1/21/2022 12:15:13 AM,"553","18.3","22","1016"
1/21/2022 12:17:13 AM,"545","18.3","22","1016"
1/21/2022 12:19:13 AM,"558","18.3","22","1016"
1/21/2022 12:21:13 AM,"551","18.2","22","1016"
1/21/2022 12:23:13 AM,"545","18.2","22","1016"
1/21/2022 12:25:13 AM,"529","18.2","22","1016"
1/21/2022 12:27:13 AM,"530","18.1","22","1016"
1/21/2022 12:29:13 AM,"524","18.1","22","1016"
1/21/2022 12:31:13 AM,"535","18.1","22","1016"
1/21/2022 12:33:13 AM,"522","18.0","22","1016"
1/21/2022 12:35:13 AM,"534","17.9","22","1016"
1/21/2022 12:37:13 AM,"514","17.9","22","1015"
1/21/2022 12:39:13 AM,"506","17.9","22","1015"
1/21/2022 12:41:13 AM,"504","17.9","22","1015"
1/21/2022 12:43:13 AM,"490","17.8","22","1015"
1/21/2022 12:45:13 AM,"501","17.8","22","1015"
1/21/2022 12:47:13 AM,"508","17.8","22","1015"
1/21/2022 12:49:13 AM,"509","17.7","22","1015"
1/21/2022 12:51:13 AM,"510","17.7","22","1015"
1/21/2022 12:53:13 AM,"501","17.7","22","1015"
1/21/2022 12:55:13 AM,"500","17.7","22","1015"
1/21/2022 12:57:13 AM,"491","17.6","22","1015"
1/21/2022 12:59:13 AM,"495","17.6","22","1015"
1/21/2022 1:01:13 AM,"500","17.6","22","1015"
1/21/2022 1:03:13 AM,"492","17.6","22","1015"
1/21/2022 1:05:13 AM,"490","17.5","22","1015"
1/21/2022 1:07:13 AM,"490","17.4","22","1015"
1/21/2022 1:09:13 AM,"488","17.4","22","1015"
1/21/2022 1:11:13 AM,"481","17.4","22","1015"
1/21/2022 1:13:13 AM,"502","17.4","22","1015"
1/21/2022 1:15:13 AM,"480","17.4","22","1015"
1/21/2022 1:17:13 AM,"477","17.4","22","1015"
1/21/2022 1:19:13 AM,"483","17.4","22","1015"
1/21/2022 1:21:13 AM,"480","17.4","22","1015"
1/21/2022 1:23:13 AM,"476","17.3","22","1015"
1/21/2022 1:25:13 AM,"478","17.3","22","1015"
1/21/2022 1:27:13 AM,"474","17.3","22","1015"
1/21/2022 1:29:13 AM,"488","17.3","22","1015"
1/21/2022 1:31:13 AM,"464","17.2","22","1015"
1/21/2022 1:33:13 AM,"475","17.2","22","1015"
1/21/2022 1:35:13 AM,"477","17.2","22","1015"
1/21/2022 1:37:13 AM,"470","17.2","22","1015"
1/21/2022 1:39:13 AM,"471","17.2","22","1015"
1/21/2022 1:41:13 AM,"472","17.2","22","1015"
1/21/2022 1:43:13 AM,"478","17.2","22","1015"
1/21/2022 1:45:13 AM,"476","17.2","22","1015"
1/21/2022 1:47:13 AM,"468","17.1","22","1015"
1/21/2022 1:49:13 AM,"468","17.1","22","1015"
1/21/2022 1:51:13 AM,"469","17.1","22","1015"
1/21/2022 1:53:13 AM,"479","17.1","22","1015"
1/21/2022 1:55:13 AM,"474","17.1","22","1015"
1/21/2022 1:57:13 AM,"468","17.1","22","1015"
1/21/2022 1:59:13 AM,"468","17.1","22","1015"
1/21/2022 2:01:13 AM,"480","17.1","22","1015"
1/21/2022 2:03:13 AM,"464","17.1","22","1015"
1/21/2022 2:05:13 AM,"462","17.1","22","1015"
1/21/2022 2:07:13 AM,"479","17.1","22","1015"
1/21/2022 2:09:13 AM,"471","17.0","22","1015"
1/21/2022 2:11:13 AM,"471","16.9","22","1015"
1/21/2022 2:13:13 AM,"466","16.9","22","1015"
1/21/2022 2:15:13 AM,"471","16.9","22","1015"
1/21/2022 2:17:13 AM,"477","16.9","22","1015"
1/21/2022 2:19:13 AM,"466","16.9","22","1015"
1/21/2022 2:21:13 AM,"468","16.9","22","1015"
1/21/2022 2:23:13 AM,"466","16.9","22","1015"
1/21/2022 2:25:13 AM,"472","16.9","22","1015"
1/21/2022 2:27:13 AM,"460","16.9","22","1015"
1/21/2022 2:29:13 AM,"469","16.9","22","1015"
1/21/2022 2:31:13 AM,"470","16.9","22","1015"
1/21/2022 2:33:13 AM,"474","16.9","22","1015"
1/21/2022 2:35:13 AM,"470","16.9","22","1015"
1/21/2022 2:37:13 AM,"473","16.9","22","1015"
1/21/2022 2:39:13 AM,"470","16.9","22","1015"
1/21/2022 2:41:13 AM,"463","16.9","22","1015"
1/21/2022 2:43:13 AM,"469","16.9","22","1015"
1/21/2022 2:45:13 AM,"461","16.9","22","1015"
1/21/2022 2:47:13 AM,"462","16.9","22","1015"
1/21/2022 2:49:13 AM,"467","16.9","22","1015"
1/21/2022 2:51:13 AM,"470","16.8","22","1016"
1/21/2022 2:53:13 AM,"468","16.9","22","1016"
1/21/2022 2:55:13 AM,"470","16.9","22","1016"
1/21/2022 2:57:13 AM,"471","16.9","22","1016"
1/21/2022 2:59:13 AM,"473","16.9","22","1015"
1/21/2022 3:01:13 AM,"468","16.8","22","1016"
1/21/2022 3:03:13 AM,"463","16.9","22","1016"
1/21/2022 3:05:13 AM,"471","16.9","22","1016"
1/21/2022 3:07:13 AM,"462","16.9","22","1016"
1/21/2022 3:09:13 AM,"464","16.8","22","1016"
1/21/2022 3:11:13 AM,"476","16.8","22","1016"
1/21/2022 3:13:13 AM,"473","16.8","22","1016"
1/21/2022 3:15:13 AM,"477","16.8","22","1016"
1/21/2022 3:17:13 AM,"467","16.8","22","1016"
1/21/2022 3:19:13 AM,"473","16.8","22","1016"
1/21/2022 3:21:13 AM,"470","16.8","22","1016"
1/21/2022 3:23:13 AM,"475","16.8","22","1016"
1/21/2022 3:25:13 AM,"462","16.8","22","1016"
1/21/2022 3:27:13 AM,"469","16.8","22","1016"
1/21/2022 3:29:13 AM,"467","16.8","22","1016"
1/21/2022 3:31:13 AM,"468","16.8","22","1016"
1/21/2022 3:33:13 AM,"463","16.8","22","1016"
1/21/2022 3:35:13 AM,"472","16.8","22","1016"
1/21/2022 3:37:13 AM,"461","16.8","22","1015"
1/21/2022 3:39:13 AM,"463","16.8","22","1015"
1/21/2022 3:41:13 AM,"462","16.8","22","1016"
1/21/2022 3:43:13 AM,"463","16.8","22","1016"
1/21/2022 3:45:13 AM,"460","16.8","22","1016"
1/21/2022 3:47:13 AM,"464","16.8","22","1016"
1/21/2022 3:49:13 AM,"453","16.7","22","1016"
1/21/2022 3:51:13 AM,"469","16.7","22","1016"
1/21/2022 3:53:13 AM,"476","16.8","22","1016"
1/21/2022 3:55:13 AM,"475","16.8","22","1016"
1/21/2022 3:57:13 AM,"470","16.7","22","1016"
1/21/2022 3:59:13 AM,"458","16.7","22","1016"
1/21/2022 4:01:13 AM,"475","16.7","22","1016"
1/21/2022 4:03:13 AM,"470","16.7","22","1016"
1/21/2022 4:05:13 AM,"461","16.7","22","1016"
1/21/2022 4:07:13 AM,"473","16.7","22","1016"
1/21/2022 4:09:13 AM,"473","16.7","22","1016"
1/21/2022 4:11:13 AM,"466","16.7","22","1016"
1/21/2022 4:13:13 AM,"461","16.7","22","1016"
1/21/2022 4:15:13 AM,"463","16.7","22","1016"
1/21/2022 4:17:13 AM,"467","16.7","22","1016"
1/21/2022 4:19:13 AM,"464","16.7","22","1016"
1/21/2022 4:21:13 AM,"467","16.7","22","1016"
1/21/2022 4:23:13 AM,"467","16.7","22","1016"
1/21/2022 4:25:13 AM,"471","16.7","22","1016"
1/21/2022 4:27:13 AM,"466","16.7","22","1016"
1/21/2022 4:29:13 AM,"453","16.7","22","1016"
1/21/2022 4:31:13 AM,"469","16.7","22","1016"
1/21/2022 4:33:13 AM,"472","16.7","22","1016"
1/21/2022 4:35:13 AM,"468","16.7","22","1016"
1/21/2022 4:37:13 AM,"456","16.7","22","1016"
1/21/2022 4:39:13 AM,"466","16.7","22","1016"
1/21/2022 4:41:13 AM,"472","16.7","22","1016"
1/21/2022 4:43:13 AM,"465","16.7","22","1016"
1/21/2022 4:45:13 AM,"468","16.7","22","1016"
1/21/2022 4:47:13 AM,"466","16.7","22","1016"
1/21/2022 4:49:13 AM,"475","16.7","22","1016"
1/21/2022 4:51:13 AM,"482","16.7","22","1016"
1/21/2022 4:53:13 AM,"473","16.7","22","1016"
1/21/2022 4:55:13 AM,"464","16.7","22","1016"
1/21/2022 4:57:13 AM,"467","16.7","22","1016"
1/21/2022 4:59:13 AM,"476","16.7","22","1016"
1/21/2022 5:01:13 AM,"470","16.7","22","1016"
1/21/2022 5:03:13 AM,"465","16.7","22","1016"
1/21/2022 5:05:13 AM,"465","16.6","22","1016"
1/21/2022 5:07:13 AM,"474","16.6","22","1016"
1/21/2022 5:09:13 AM,"479","16.7","22","1016"
1/21/2022 5:11:13 AM,"480","16.7","22","1016"
1/21/2022 5:13:13 AM,"481","16.7","22","1016"
1/21/2022 5:15:13 AM,"487","16.7","22","1016"
1/21/2022 5:17:13 AM,"478","16.8","22","1016"
1/21/2022 5:19:13 AM,"488","16.8","22","1016"
1/21/2022 5:21:13 AM,"490","16.9","22","1016"
1/21/2022 5:23:13 AM,"485","16.9","22","1016"
1/21/2022 5:25:13 AM,"480","16.9","22","1016"
1/21/2022 5:27:13 AM,"490","16.9","22","1016"
1/21/2022 5:29:13 AM,"497","17.1","22","1016"
1/21/2022 5:31:13 AM,"488","17.1","22","1016"
1/21/2022 5:33:13 AM,"510","17.1","22","1016"
1/21/2022 5:35:13 AM,"500","17.2","22","1016"
1/21/2022 5:37:13 AM,"492","17.2","22","1016"
1/21/2022 5:39:13 AM,"502","17.3","22","1016"
1/21/2022 5:41:13 AM,"496","17.3","22","1016"
1/21/2022 5:43:13 AM,"498","17.4","22","1016"
1/21/2022 5:45:13 AM,"483","17.4","22","1016"
1/21/2022 5:47:13 AM,"512","17.4","22","1016"
1/21/2022 5:49:13 AM,"491","17.5","23","1016"
1/21/2022 5:51:13 AM,"500","17.5","23","1016"
1/21/2022 5:53:13 AM,"498","17.6","23","1016"
1/21/2022 5:55:13 AM,"497","17.6","23","1016"
1/21/2022 5:57:13 AM,"499","17.7","23","1016"
1/21/2022 5:59:13 AM,"507","17.7","23","1016"
1/21/2022 6:01:13 AM,"514","17.8","23","1016"
1/21/2022 6:03:13 AM,"509","17.8","23","1016"
1/21/2022 6:05:13 AM,"504","17.9","23","1016"
1/21/2022 6:07:13 AM,"511","17.9","23","1016"
1/21/2022 6:09:13 AM,"504","17.9","23","1016"
1/21/2022 6:11:13 AM,"515","18.0","23","1016"
1/21/2022 6:13:13 AM,"503","18.1","23","1016"
1/21/2022 6:15:13 AM,"505","18.1","23","1016"
1/21/2022 6:17:13 AM,"509","18.2","23","1016"
1/21/2022 6:19:13 AM,"505","18.2","23","1016"
1/21/2022 6:21:13 AM,"514","18.3","23","1016"
1/21/2022 6:23:13 AM,"501","18.3","23","1016"
1/21/2022 6:25:13 AM,"512","18.4","23","1016"
1/21/2022 6:27:13 AM,"514","18.4","23","1016"
1/21/2022 6:29:13 AM,"501","18.5","23","1016"
1/21/2022 6:31:13 AM,"503","18.6","23","1016"
1/21/2022 6:33:13 AM,"520","18.6","23","1016"
1/21/2022 6:35:13 AM,"498","18.7","23","1016"
1/21/2022 6:37:13 AM,"513","18.7","23","1016"
1/21/2022 6:39:13 AM,"515","18.8","23","1016"
1/21/2022 6:41:13 AM,"508","18.8","23","1016"
1/21/2022 6:43:13 AM,"508","18.9","23","1016"
1/21/2022 6:45:13 AM,"509","18.9","23","1016"
1/21/2022 6:47:13 AM,"511","18.9","23","1016"
1/21/2022 6:49:13 AM,"511","18.9","23","1016"
1/21/2022 6:51:13 AM,"506","19.1","23","1016"
1/21/2022 6:53:13 AM,"509","19.1","23","1016"
1/21/2022 6:55:13 AM,"509","19.1","23","1016"
1/21/2022 6:57:13 AM,"517","19.2","23","1017"
1/21/2022 6:59:13 AM,"513","19.2","23","1017"
1/21/2022 7:01:13 AM,"516","19.3","23","1017"
1/21/2022 7:03:13 AM,"501","19.3","23","1017"
1/21/2022 7:05:13 AM,"506","19.4","23","1017"
1/21/2022 7:07:13 AM,"515","19.4","23","1017"
1/21/2022 7:09:13 AM,"523","19.4","23","1017"
1/21/2022 7:11:13 AM,"525","19.5","23","1017"
1/21/2022 7:13:13 AM,"520","19.5","23","1017"
1/21/2022 7:15:13 AM,"522","19.5","23","1017"
1/21/2022 7:17:13 AM,"514","19.6","22","1017"
1/21/2022 7:19:13 AM,"623","19.5","23","1017"
1/21/2022 7:21:13 AM,"637","19.5","23","1017"
1/21/2022 7:23:13 AM,"634","19.5","23","1017"
1/21/2022 7:25:13 AM,"628","19.5","23","1017"
1/21/2022 7:27:13 AM,"629","19.5","23","1017"
1/21/2022 7:29:13 AM,"599","19.6","23","1017"
1/21/2022 7:31:13 AM,"608","19.6","23","1017"
1/21/2022 7:33:13 AM,"598","19.6","23","1017"
1/21/2022 7:35:13 AM,"608","19.7","23","1017"
1/21/2022 7:37:13 AM,"602","19.7","23","1017"
1/21/2022 7:39:13 AM,"602","19.7","22","1017"
1/21/2022 7:41:13 AM,"586","19.7","22","1017"
1/21/2022 7:43:13 AM,"583","19.6","22","1017"
1/21/2022 7:45:13 AM,"583","19.7","22","1017"
1/21/2022 7:47:13 AM,"575","19.7","23","1017"
1/21/2022 7:49:13 AM,"586","19.7","23","1017"
1/21/2022 7:51:13 AM,"575","19.7","23","1017"
1/21/2022 7:53:13 AM,"576","19.8","23","1017"
1/21/2022 7:55:13 AM,"581","19.8","23","1017"
1/21/2022 7:57:13 AM,"589","19.8","22","1017"
1/21/2022 7:59:13 AM,"580","19.8","22","1017"
1/21/2022 8:01:13 AM,"587","19.8","22","1017"
1/21/2022 8:03:13 AM,"588","19.8","22","1017"
1/21/2022 8:05:13 AM,"586","19.8","22","1017"
1/21/2022 8:07:13 AM,"590","19.8","22","1017"
1/21/2022 8:09:13 AM,"581","19.8","22","1017"
1/21/2022 8:11:13 AM,"584","19.9","22","1017"
1/21/2022 8:13:13 AM,"582","19.9","22","1017"
1/21/2022 8:15:13 AM,"573","19.9","22","1017"
1/21/2022 8:17:13 AM,"581","19.9","22","1017"
1/21/2022 8:19:13 AM,"570","19.9","22","1017"
1/21/2022 8:21:13 AM,"581","19.9","22","1017"
1/21/2022 8:23:13 AM,"582","19.9","22","1017"
1/21/2022 8:25:13 AM,"588","19.9","22","1017"
1/21/2022 8:27:13 AM,"589","19.9","22","1017"
1/21/2022 8:29:13 AM,"594","19.9","22","1017"
1/21/2022 8:31:13 AM,"584","19.9","22","1017"
1/21/2022 8:33:13 AM,"604","20.0","22","1017"
1/21/2022 8:35:13 AM,"591","20.0","22","1017"
1/21/2022 8:37:13 AM,"596","20.0","22","1017"
1/21/2022 8:39:13 AM,"599","20.0","22","1017"
1/21/2022 8:41:13 AM,"592","20.0","22","1017"
1/21/2022 8:43:13 AM,"611","20.0","22","1017"
1/21/2022 8:45:13 AM,"607","20.0","22","1017"
1/21/2022 8:47:13 AM,"608","19.9","22","1017"
1/21/2022 8:49:13 AM,"618","20.0","22","1017"
1/21/2022 8:51:13 AM,"656","19.9","20","1017"
1/21/2022 8:53:13 AM,"554","16.8","15","1017"
1/21/2022 8:55:13 AM,"535","13.6","16","1017"
1/21/2022 8:57:13 AM,"535","13.4","19","1017"
1/21/2022 8:59:13 AM,"570","14.3","19","1017"
1/21/2022 9:01:13 AM,"598","15.2","18","1017"
1/21/2022 9:03:13 AM,"629","15.9","18","1017"
1/21/2022 9:05:13 AM,"667","16.3","18","1017"
1/21/2022 9:07:13 AM,"671","16.5","18","1017"
1/21/2022 9:09:13 AM,"693","16.7","18","1017"
1/21/2022 9:11:13 AM,"687","16.7","18","1017"
1/21/2022 9:13:13 AM,"715","16.9","18","1017"
1/21/2022 9:15:13 AM,"812","17.3","18","1017"
1/21/2022 9:17:13 AM,"859","17.7","18","1017"
1/21/2022 9:19:13 AM,"867","18.0","18","1017"
1/21/2022 9:21:13 AM,"923","18.3","18","1017"
1/21/2022 9:23:13 AM,"973","18.6","18","1017"
1/21/2022 9:25:13 AM,"994","18.7","18","1017"
1/21/2022 9:27:13 AM,"999","18.8","18","1017"
1/21/2022 9:29:13 AM,"1004","18.9","18","1017"
1/21/2022 9:31:13 AM,"999","18.9","18","1017"
1/21/2022 9:33:13 AM,"1012","18.9","18","1017"
1/21/2022 9:35:13 AM,"998","18.9","18","1017"
1/21/2022 9:37:13 AM,"1005","18.9","18","1017"
1/21/2022 9:39:13 AM,"1049","18.9","18","1017"
1/21/2022 9:41:13 AM,"1059","19.1","17","1017"
1/21/2022 9:43:13 AM,"1082","19.2","17","1017"
1/21/2022 9:45:13 AM,"1118","19.3","17","1017"
1/21/2022 9:47:13 AM,"1150","19.5","17","1017"
1/21/2022 9:49:13 AM,"1157","19.6","18","1017"
1/21/2022 9:51:13 AM,"1166","19.7","18","1017"
1/21/2022 9:53:13 AM,"1195","19.7","18","1017"
1/21/2022 9:55:13 AM,"1191","19.7","18","1017"
1/21/2022 9:57:13 AM,"1196","19.7","18","1017"
1/21/2022 9:59:13 AM,"1210","19.8","18","1017"
1/21/2022 10:01:13 AM,"1226","20.0","18","1017"
1/21/2022 10:03:13 AM,"1270","20.1","18","1017"
1/21/2022 10:05:13 AM,"1277","20.3","18","1017"
1/21/2022 10:07:13 AM,"1342","20.5","17","1017"
1/21/2022 10:09:13 AM,"1356","20.6","18","1017"
1/21/2022 10:11:13 AM,"1363","20.7","18","1017"
1/21/2022 10:13:13 AM,"1259","20.6","17","1017"
1/21/2022 10:15:13 AM,"1152","20.5","17","1017"
1/21/2022 10:17:13 AM,"1108","20.4","17","1017"
1/21/2022 10:19:13 AM,"1088","20.3","17","1017"
1/21/2022 10:21:13 AM,"1041","20.3","17","1017"
1/21/2022 10:23:13 AM,"989","20.2","16","1017"
1/21/2022 10:25:13 AM,"963","20.1","16","1017"
1/21/2022 10:27:13 AM,"929","20.0","16","1017"
1/21/2022 10:29:13 AM,"958","20.0","17","1017"
1/21/2022 10:31:13 AM,"987","19.9","17","1017"
1/21/2022 10:33:13 AM,"1037","20.0","16","1017"
1/21/2022 10:35:13 AM,"1028","20.0","16","1017"
1/21/2022 10:37:13 AM,"1035","20.0","17","1017"
1/21/2022 10:39:13 AM,"1055","20.0","17","1017"
1/21/2022 10:41:13 AM,"1061","20.1","17","1017"
1/21/2022 10:43:13 AM,"1087","20.2","17","1017"
1/21/2022 10:45:13 AM,"1142","20.4","17","1017"
